latin	400	0000-00FF	0131-0131	0152-0153	02BB-02BC	02C6-02C6	02DA-02DA	02DC-02DC	2000-206F	2074-2074	20AC-20AC	2122-2122	2191-2191	2193-2193	2212-2212	2215-2215	FEFF-FEFF	FFFD-FFFD
latin-ext	400	0100-024F	0259-0259	1E00-1EFF	2020-2020	20A0-20AB	20AD-20CF	2113-2113	2C60-2C7F	A720-A7FF
cyrillic	400	0400-045F	0490-0491	04B0-04B1	2116-2116
cyrillic-ext	400	0460-052F	1C80-1C88	20B4-20B4	2DE0-2DFF	A640-A69F	FE2E-FE2F
greek	400	0370-03FF
greek-ext	400	1F00-1FFF
vietnamese	400	0102-0103	0110-0111	0128-0129	0168-0169	01A0-01A1	01AF-01B0	1EA0-1EF9	20AB-20AB
devanagari	400	0900-097F	1CD0-1CF6	1CF8-1CF9	200C-200D	20A8-20A8	20B9-20B9	25CC-25CC	A830-A839	A8E0-A8FB
latin	700	0000-00FF	0131-0131	0152-0153	02BB-02BC	02C6-02C6	02DA-02DA	02DC-02DC	2000-206F	2074-2074	20AC-20AC	2122-2122	2191-2191	2193-2193	2212-2212	2215-2215	FEFF-FEFF	FFFD-FFFD
latin-ext	700	0100-024F	0259-0259	1E00-1EFF	2020-2020	20A0-20AB	20AD-20CF	2113-2113	2C60-2C7F	A720-A7FF
cyrillic	700	0700-045F	0490-0491	04B0-04B1	2116-2116
cyrillic-ext	700	0460-052F	1C80-1C88	20B4-20B4	2DE0-2DFF	A640-A69F	FE2E-FE2F
greek	700	0370-03FF
greek-ext	700	1F00-1FFF
vietnamese	700	0102-0103	0110-0111	0128-0129	0168-0169	01A0-01A1	01AF-01B0	1EA0-1EF9	20AB-20AB
devanagari	700	0900-097F	1CD0-1CF6	1CF8-1CF9	200C-200D	20A8-20A8	20B9-20B9	25CC-25CC	A830-A839	A8E0-A8FB
